comparison,case,op,repeat,binary,n,Ir,Bc,Bcm,Bi,Bim
utf8-validate,TwitterStatus,Unmarshal,0,decode,3,27424266.333333332,4661226.0,207503.0,16602.333333333332,7503.333333333333
utf8-validate,TwitterStatus,Unmarshal,0,encode,3,31971614.333333332,5612238.333333333,221965.66666666666,16600.666666666668,7503.0
utf8-validate,TwitterStatus,Unmarshal,1,decode,3,27410399.0,4659691.333333333,206122.33333333334,16600.666666666668,7503.0
utf8-validate,TwitterStatus,Unmarshal,1,encode,3,31964593.0,5611544.333333333,221997.66666666666,16601.666666666668,7503.333333333333
utf8-validate,TwitterStatus,Unmarshal,2,decode,3,27426912.666666668,4661181.0,208124.33333333334,16600.666666666668,7503.0
utf8-validate,TwitterStatus,Unmarshal,2,encode,3,31977542.333333332,5612841.0,222292.33333333334,16600.666666666668,7503.0
utf8-validate,CanadaGeometry,Unmarshal,0,encode,3,29611086.0,6145887.333333333,239459.33333333334,21956.666666666668,971.6666666666666
utf8-validate,CanadaGeometry,Unmarshal,0,decode,3,29610638.0,6145817.666666667,210542.0,21956.666666666668,971.6666666666666
utf8-validate,CanadaGeometry,Unmarshal,1,decode,3,29610783.0,6145837.333333333,210547.33333333334,21956.666666666668,971.6666666666666
utf8-validate,CanadaGeometry,Unmarshal,1,encode,3,29610941.0,6145867.666666667,239452.66666666666,21956.666666666668,971.6666666666666
utf8-validate,CanadaGeometry,Unmarshal,2,encode,3,29610638.0,6145817.666666667,239434.0,21956.666666666668,971.6666666666666
utf8-validate,CanadaGeometry,Unmarshal,2,decode,3,29610638.0,6145817.666666667,210542.0,21956.666666666668,971.6666666666666
rejected-short-probe,Small,Unmarshal,0,before,200,10046.165,1711.355,68.085,12.01,4.04
rejected-short-probe,Small,Unmarshal,0,short,200,9923.165,1707.355,84.135,12.01,4.04
rejected-short-probe,Small,Unmarshal,1,short,200,9875.165,1699.355,83.125,12.01,4.04
rejected-short-probe,Small,Unmarshal,1,before,200,10046.165,1711.355,68.085,12.01,4.04
rejected-short-probe,Small,Unmarshal,2,before,200,10046.165,1711.355,68.085,12.01,4.04
rejected-short-probe,Small,Unmarshal,2,short,200,9875.165,1699.355,83.125,12.01,4.04
rejected-short-probe,ASCII8,Unmarshal,0,before,200,1745.165,287.355,7.87,5.01,0.035
rejected-short-probe,ASCII8,Unmarshal,0,short,200,1777.165,271.355,4.915,5.01,0.035
rejected-short-probe,ASCII8,Unmarshal,1,short,200,1777.165,271.355,4.915,5.01,0.035
rejected-short-probe,ASCII8,Unmarshal,1,before,200,1745.165,287.355,7.87,5.01,0.035
rejected-short-probe,ASCII8,Unmarshal,2,before,200,1745.165,287.355,7.87,5.01,0.035
rejected-short-probe,ASCII8,Unmarshal,2,short,200,1777.165,271.355,4.915,5.01,0.035
rejected-short-probe,ASCII32,Unmarshal,0,before,200,1728.165,239.355,6.87,5.01,0.035
rejected-short-probe,ASCII32,Unmarshal,0,short,200,1948.165,287.355,6.935,5.01,0.035
rejected-short-probe,ASCII32,Unmarshal,1,short,200,1948.165,287.355,6.935,5.01,0.035
rejected-short-probe,ASCII32,Unmarshal,1,before,200,1728.165,239.355,6.87,5.01,0.035
rejected-short-probe,ASCII32,Unmarshal,2,before,200,1728.165,239.355,6.87,5.01,0.035
rejected-short-probe,ASCII32,Unmarshal,2,short,200,1948.165,287.355,6.935,5.01,0.035
rejected-short-probe,ASCII256,Unmarshal,0,before,200,2160.165,285.355,8.905,5.01,0.035
rejected-short-probe,ASCII256,Unmarshal,0,short,200,2380.165,333.355,8.965,5.01,0.035
rejected-short-probe,ASCII256,Unmarshal,1,short,200,2380.165,333.355,8.965,5.01,0.035
rejected-short-probe,ASCII256,Unmarshal,1,before,200,2160.165,285.355,8.905,5.01,0.035
rejected-short-probe,ASCII256,Unmarshal,2,before,200,2160.165,285.355,8.905,5.01,0.035
rejected-short-probe,ASCII256,Unmarshal,2,short,200,2380.165,333.355,8.965,5.01,0.035
rejected-short-probe,ASCII4096,Unmarshal,0,before,200,10084.165,1166.89,12.595,5.845,0.055
rejected-short-probe,ASCII4096,Unmarshal,0,short,200,10316.905,1215.95,13.265,5.875,0.065
rejected-short-probe,ASCII4096,Unmarshal,1,short,200,10303.32,1214.805,13.11,5.845,0.055
rejected-short-probe,ASCII4096,Unmarshal,1,before,200,10523.455,1282.09,13.175,5.845,0.055
rejected-short-probe,ASCII4096,Unmarshal,2,before,200,10076.12,1166.275,12.48,5.845,0.055
rejected-short-probe,ASCII4096,Unmarshal,2,short,200,10303.32,1214.805,13.11,5.845,0.055
rejected-short-probe,UTF8CJK,Unmarshal,0,before,200,88180.675,3523.0,24.225,5.635,0.055
rejected-short-probe,UTF8CJK,Unmarshal,0,short,200,88038.895,3510.035,20.605,6.055,0.055
rejected-short-probe,UTF8CJK,Unmarshal,1,short,200,87833.16,3443.625,21.19,6.22,0.055
rejected-short-probe,UTF8CJK,Unmarshal,1,before,200,88276.99,3553.52,23.895,5.425,0.055
rejected-short-probe,UTF8CJK,Unmarshal,2,before,200,88327.83,3563.13,24.185,5.635,0.055
rejected-short-probe,UTF8CJK,Unmarshal,2,short,200,88112.77,3528.98,21.075,5.63,0.055
rejected-short-probe,TwitterStatus,Unmarshal,0,before,3,27408803.333333332,4659902.0,206290.33333333334,16600.666666666668,7503.0
rejected-short-probe,TwitterStatus,Unmarshal,0,short,3,29743506.0,5292494.666666667,268822.3333333333,16600.666666666668,7503.666666666667
rejected-short-probe,TwitterStatus,Unmarshal,1,short,3,29750438.333333332,5293502.0,269134.3333333333,16600.666666666668,7503.666666666667
rejected-short-probe,TwitterStatus,Unmarshal,1,before,3,27411379.0,4659819.0,206139.66666666666,16600.666666666668,7503.0
rejected-short-probe,TwitterStatus,Unmarshal,2,before,3,27415845.333333332,4660484.0,206698.0,16600.666666666668,7503.0
rejected-short-probe,TwitterStatus,Unmarshal,2,short,3,29750879.666666668,5293220.0,269104.6666666667,16600.666666666668,7503.666666666667
rejected-word-probe,Small,Unmarshal,0,before,200,10070.165,1715.355,68.095,12.01,4.04
rejected-word-probe,Small,Unmarshal,0,word,200,10028.165,1837.355,72.115,12.01,4.04
rejected-word-probe,Small,Unmarshal,1,word,200,10028.165,1837.355,72.115,12.01,4.04
rejected-word-probe,Small,Unmarshal,1,before,200,10046.165,1711.355,68.085,12.01,4.04
rejected-word-probe,Small,Unmarshal,2,before,200,10046.165,1711.355,68.085,12.01,4.04
rejected-word-probe,Small,Unmarshal,2,word,200,10028.165,1837.355,72.115,12.01,4.04
rejected-word-probe,ASCII8,Unmarshal,0,before,200,1745.165,287.355,7.87,5.01,0.035
rejected-word-probe,ASCII8,Unmarshal,0,word,200,1767.165,291.355,4.915,5.01,0.035
rejected-word-probe,ASCII8,Unmarshal,1,word,200,1767.165,291.355,4.915,5.01,0.035
rejected-word-probe,ASCII8,Unmarshal,1,before,200,1745.165,287.355,7.87,5.01,0.035
rejected-word-probe,ASCII8,Unmarshal,2,before,200,1745.165,287.355,7.87,5.01,0.035
rejected-word-probe,ASCII8,Unmarshal,2,word,200,1767.165,291.355,4.915,5.01,0.035
rejected-word-probe,ASCII32,Unmarshal,0,before,200,1728.165,239.355,6.87,5.01,0.035
rejected-word-probe,ASCII32,Unmarshal,0,word,200,1752.165,243.355,2.925,5.01,0.035
rejected-word-probe,ASCII32,Unmarshal,1,word,200,1752.165,243.355,2.925,5.01,0.035
rejected-word-probe,ASCII32,Unmarshal,1,before,200,1728.165,239.355,6.87,5.01,0.035
rejected-word-probe,ASCII32,Unmarshal,2,before,200,1728.165,239.355,6.87,5.01,0.035
rejected-word-probe,ASCII32,Unmarshal,2,word,200,1752.165,243.355,2.925,5.01,0.035
rejected-word-probe,ASCII256,Unmarshal,0,before,200,2160.165,285.355,8.905,5.01,0.035
rejected-word-probe,ASCII256,Unmarshal,0,word,200,2184.165,289.355,4.955,5.01,0.035
rejected-word-probe,ASCII256,Unmarshal,1,word,200,2184.165,289.355,4.955,5.01,0.035
rejected-word-probe,ASCII256,Unmarshal,1,before,200,2160.165,285.355,8.905,5.01,0.035
rejected-word-probe,ASCII256,Unmarshal,2,before,200,2160.165,285.355,8.905,5.01,0.035
rejected-word-probe,ASCII256,Unmarshal,2,word,200,2184.165,289.355,4.955,5.01,0.035
rejected-word-probe,ASCII4096,Unmarshal,0,before,200,10082.34,1166.89,12.65,5.875,0.065
rejected-word-probe,ASCII4096,Unmarshal,0,word,200,10099.9,1170.275,9.62,5.845,0.055
rejected-word-probe,ASCII4096,Unmarshal,1,word,200,10106.88,1170.805,9.59,5.845,0.055
rejected-word-probe,ASCII4096,Unmarshal,1,before,200,10075.68,1166.275,12.55,5.845,0.055
rejected-word-probe,ASCII4096,Unmarshal,2,before,200,10541.9,1287.11,13.16,5.845,0.055
rejected-word-probe,ASCII4096,Unmarshal,2,word,200,10107.1,1170.805,9.62,5.845,0.055
rejected-word-probe,TwitterStatus,Unmarshal,0,before,3,27407330.333333332,4659660.333333333,206761.33333333334,16600.666666666668,7503.0
rejected-word-probe,TwitterStatus,Unmarshal,0,word,3,27603408.0,4861194.0,236003.0,16602.666666666668,7513.666666666667
rejected-word-probe,TwitterStatus,Unmarshal,1,word,3,27611609.333333332,4862632.0,236036.66666666666,16600.666666666668,7513.0
rejected-word-probe,TwitterStatus,Unmarshal,1,before,3,27426530.666666668,4661144.333333333,206369.33333333334,16600.666666666668,7503.0
rejected-word-probe,TwitterStatus,Unmarshal,2,before,3,27418403.666666668,4660828.666666667,207624.0,16600.666666666668,7503.0
rejected-word-probe,TwitterStatus,Unmarshal,2,word,3,27608048.333333332,4861618.666666667,236073.66666666666,16600.666666666668,7513.0
